,index,order_id,cust_id,gender,age,date,status,retail_supplier,sku,category,size,qty,currency,amount,ship-city,ship-state,ship-postal-code,ship-country,b2b
22220,22221,405-3858071-6045133,3858071,M,47,2022-06-12,Delivered,Flipkart,JNE3800-KR-A-XL,western dress,XL,1,INR,725,TANDA AMBEDKAR NAGAR DISTRICT,UTTAR PRADESH,224190,IN,False
22221,22222,404-7341736-2237142,7341736,W,35,2022-06-12,Delivered,Flipkart,JNE3546-KR-L,kurta,L,1,INR,452,BHUBANESWAR,ODISHA,751024,IN,False
22222,22223,404-4445971-0393127,4445971,W,28,2022-06-12,Delivered,Myntra,JNE3334-KR-XL,kurta,XL,1,INR,318,BHILAI,CHHATTISGARH,490006,IN,False
22223,22224,407-1655570-9475559,1655570,W,74,2022-06-12,Delivered,Flipkart,SET398-KR-PP-L,set,L,1,INR,1115,NEW DELHI,DELHI,110019,IN,False
22224,22225,171-6639029-0595535,6639029,M,57,2022-06-12,Returned,Amazon,JNE3800-KR-L,western dress,L,1,INR,735,CHENNAI,TAMIL NADU,600094,IN,False
22225,22226,402-0886144-5856314,886144,M,30,2022-06-12,Refunded,Flipkart,JNE3797-KR-L,western dress,L,1,INR,735,ALLAHABAD,UTTAR PRADESH,211001,IN,False
22226,22227,406-0424947-5825149,424947,W,34,2022-06-12,Delivered,Flipkart,MEN5026-KR-XL,kurta,XL,1,INR,499,RANCHI,JHARKHAND,834001,IN,False
22227,22228,402-9661542-3097968,9661542,W,29,2022-06-12,Returned,Myntra,J0337-TP-XXXL,top,3XL,1,INR,518,CHANDIGARH,CHANDIGARH,160023,IN,False
22228,22229,171-8322139-5422751,8322139,W,36,2022-06-12,Delivered,Myntra,SET322-KR-SHA-M,set,M,1,INR,1120,RAJNANDGAON,CHHATTISGARH,491441,IN,False
22229,22230,405-0290726-5947500,290726,W,23,2022-06-12,Returned,Flipkart,JNE3790-KR-M,kurta,M,1,INR,316,BENGALURU,KARNATAKA,560066,IN,False
22230,22231,403-5875968-9507545,5875968,W,77,2022-06-12,Delivered,Amazon,JNE3645-TP-N-XXL,top,XXL,1,INR,432,PUNE,MAHARASHTRA,411015,IN,False
22231,22232,408-2852255-3769935,2852255,W,39,2022-06-12,Delivered,Myntra,J0331-KR-L,kurta,L,1,INR,832,NELLORE,ANDHRA PRADESH,524004,IN,False
22232,22233,408-2034491-9752367,2034491,M,32,2022-06-12,Delivered,Myntra,SAR017,saree,Free,1,INR,1041,JAIPUR,RAJASTHAN,302012,IN,False
22233,22234,405-9794186-9985131,9794186,W,40,2022-06-12,Delivered,Flipkart,SET436-KR-NP-XXXL,set,3XL,1,INR,1399,New Delhi,DELHI,110015,IN,False
22234,22235,405-1498107-8205967,1498107,W,64,2022-06-12,Delivered,Myntra,J0097-KR-L,kurta,L,1,INR,534,KARORAN,PUNJAB,140901,IN,False
22235,22236,402-9258802-2643546,9258802,M,24,2022-06-12,Delivered,Myntra,SET360-KR-NP-XL,set,XL,1,INR,1138,GURUGRAM,HARYANA,122001,IN,False
22236,22237,402-9258802-2643546,9258802,W,34,2022-06-12,Delivered,Myntra,JNE3560-KR-L,kurta,L,1,INR,544,NAGPUR,MAHARASHTRA,440015,IN,False
22237,22238,402-9258802-2643546,9258802,W,24,2022-06-12,Delivered,Amazon,SET345-KR-NP-M,set,M,1,INR,626,TIRUPPUR,TAMIL NADU,641604,IN,False
22238,22239,403-0075210-1646763,75210,M,38,2022-06-12,Delivered,Amazon,JNE3800-KR-XS,western dress,XS,1,INR,771,CHENNAI,TAMIL NADU,600095,IN,False
22239,22240,406-6464058-9834712,6464058,M,18,2022-06-12,Refunded,Myntra,J0308-DR-XXL,western dress,XXL,1,INR,665,PERNEM,GOA,403512,IN,False
22240,22241,407-9734047-4131542,9734047,M,38,2022-06-12,Delivered,Myntra,J0395-DR-XXL,western dress,XXL,1,INR,859,NOIDA,UTTAR PRADESH,201301,IN,False
22241,22242,402-6928807-4861911,6928807,M,36,2022-06-12,Delivered,Myntra,J0379-SKD-XXXL,set,3XL,1,INR,1369,HYDERABAD,TELANGANA,500078,IN,False
22242,22243,402-2716643-7033110,2716643,M,25,2022-06-12,Delivered,Myntra,JNE3797-KR-L,western dress,L,1,INR,715,IMPHAL EAST,MANIPUR,795001,IN,False
22243,22244,402-2716643-7033110,2716643,M,44,2022-06-12,Delivered,Amazon,JNE3797-KR-XXXL,western dress,3XL,1,INR,725,BENGALURU,KARNATAKA,560033,IN,False
22244,22245,407-0767400-0170745,767400,W,44,2022-06-12,Delivered,Myntra,BL110-XL,blouse,XL,1,INR,545,BENGALURU,KARNATAKA,560035,IN,False
22245,22246,402-5436077-4541122,5436077,M,23,2022-06-12,Delivered,Myntra,JNE3797-KR-L,western dress,L,1,INR,735,CHITTOOR,ANDHRA PRADESH,517001,IN,False
22246,22247,402-5436077-4541122,5436077,W,39,2022-06-12,Delivered,Myntra,JNE3801-KR-L,kurta,L,1,INR,725,VASAI VIRAR,MAHARASHTRA,401303,IN,False
22247,22248,408-0639045-1056304,639045,W,34,2022-06-12,Delivered,Others,J0379-SKD-S,set,S,1,INR,1297,NASHIK,MAHARASHTRA,422203,IN,False
22248,22249,408-0639045-1056304,639045,M,73,2022-06-12,Delivered,Myntra,SET221-KR-NP-XXXL,set,3XL,1,INR,714,Miramar,GOA,403001,IN,False
22249,22250,404-4060831-3562702,4060831,W,31,2022-06-12,Delivered,Flipkart,JNE3364-KR-1051-A-XXXL,kurta,3XL,1,INR,376,BENGALURU,KARNATAKA,560073,IN,False
22250,22251,402-8773996-8205915,8773996,W,22,2022-06-12,Delivered,Amazon,JNE3690-TU-XXXL,top,3XL,1,INR,518,KOLKATA,WEST BENGAL,700084,IN,False
22251,22252,404-3391172-3725143,3391172,M,25,2022-06-12,Cancelled,Myntra,SAR010,saree,Free,1,INR,487,BADI,MADHYA PRADESH,464665,IN,False
22252,22253,408-1791305-2127554,1791305,M,44,2022-06-12,Delivered,Flipkart,SAR007,saree,Free,1,INR,788,PANCHKULA,HARYANA,134109,IN,False
22253,22254,403-6371272-4021912,6371272,M,45,2022-06-12,Delivered,Amazon,J0171-DR-L,western dress,L,1,INR,488,THRIPPUNITHURA,KERALA,682301,IN,False
22254,22255,402-4554612-8616322,4554612,W,26,2022-06-12,Delivered,Myntra,JNE3687-TU-S,top,S,1,INR,545,BENGALURU,KARNATAKA,560043,IN,False
22255,22256,404-5044502-1281118,5044502,W,47,2022-06-12,Delivered,Ajio,J0003-SET-XXL,set,XXL,1,INR,654,MAINPURI,UTTAR PRADESH,205001,IN,False
22256,22257,405-1529602-6416329,1529602,M,27,2022-06-12,Refunded,Flipkart,JNE3797-KR-XL,western dress,XL,1,INR,735,Ernakulam,KERALA,682030,IN,False
22257,22258,402-5940075-6104334,5940075,M,30,2022-06-12,Delivered,Myntra,SET327-KR-DPT-XS,set,XS,1,INR,999,NAGERCOIL,TAMIL NADU,629002,IN,False
22258,22259,408-5213615-7929138,5213615,W,63,2022-06-12,Delivered,Amazon,JNE3761-KR-XXL,kurta,XXL,1,INR,292,BIKANER,RAJASTHAN,334001,IN,False
22259,22260,405-7831118-6413106,7831118,W,37,2022-06-12,Delivered,Amazon,JNE3739-KR-XXL,kurta,XXL,1,INR,453,PADAPPAI,TAMIL NADU,601301,IN,False
22260,22261,405-7831118-6413106,7831118,W,36,2022-06-12,Delivered,Nalli,JNE3878-KR-XXXL,kurta,3XL,1,INR,481,MADUKKARAI,TAMIL NADU,641105,IN,False
22261,22262,403-3442324-2980345,3442324,W,31,2022-06-12,Delivered,Flipkart,SET278-KR-NP-S,set,S,1,INR,1523,NORTH GOA,GOA,403502,IN,False
22262,22263,404-3241443-8127556,3241443,W,41,2022-06-12,Delivered,Ajio,JNE3560-KR-XXXL,kurta,3XL,1,INR,481,HYDERABAD,TELANGANA,509325,IN,False
22263,22264,408-7998075-1228368,7998075,M,20,2022-06-12,Delivered,Myntra,J0008-SKD-L,set,L,1,INR,1075,P O Peerumadara District Nainital,UTTARAKHAND,244715,IN,False
22264,22265,408-6673435-0493913,6673435,M,44,2022-06-12,Refunded,Myntra,JNE3797-KR-L,western dress,L,1,INR,725,PUNE,MAHARASHTRA,411045,IN,False
22265,22266,404-3817580-4900331,3817580,W,37,2022-06-12,Delivered,Flipkart,SET388-KR-NP-XXXL,set,3XL,1,INR,1299,BALAGHAT,MADHYA PRADESH,481001,IN,False
22266,22267,407-9217925-3535527,9217925,W,25,2022-06-12,Delivered,Myntra,J0319-KR-S,kurta,S,1,INR,871,NAHAN,HIMACHAL PRADESH,173001,IN,False
22267,22268,406-4560114-5826734,4560114,W,39,2022-06-12,Delivered,Amazon,JNE2251-KR-537-XL,kurta,XL,1,INR,429,BELLARY,KARNATAKA,583103,IN,False
22268,22269,404-7405704-1890731,7405704,M,28,2022-06-12,Delivered,Myntra,JNE3797-KR-XXXL,western dress,3XL,1,INR,735,INDORE,MADHYA PRADESH,452010,IN,False
22269,22270,404-7405704-1890731,7405704,W,43,2022-06-12,Delivered,Others,JNE3805-KR-XL,kurta,XL,1,INR,459,BENGALURU,KARNATAKA,560102,IN,False
22270,22271,404-7405704-1890731,7405704,W,34,2022-06-12,Delivered,Myntra,J0379-SKD-XS,set,XS,1,INR,1369,THANE,MAHARASHTRA,400607,IN,False
22271,22272,407-9711545-6772331,9711545,W,42,2022-06-12,Delivered,Ajio,SET395-KR-NP-XXXL,set,3XL,1,INR,962,FARIDABAD,HARYANA,121001,IN,False
22272,22273,408-8184435-9193132,8184435,W,37,2022-06-12,Delivered,Flipkart,SET187-KR-DH-XL,set,XL,1,INR,699,SOHNA,HARYANA,122102,IN,False
22273,22274,404-0607250-5093930,607250,M,52,2022-06-12,Refunded,Myntra,JNE3797-KR-M,western dress,M,1,INR,724,Bangalore,KARNATAKA,560005,IN,False
22274,22275,403-3741237-5244339,3741237,W,24,2022-06-12,Delivered,Flipkart,JNE3562-KR-M,kurta,M,1,INR,462,BHILAI,CHHATTISGARH,490001,IN,False
22275,22276,403-1193279-3881145,1193279,W,28,2022-06-12,Delivered,Amazon,JNE3560-KR-L,kurta,L,1,INR,487,BENGALURU,KARNATAKA,560067,IN,False
22276,22277,404-6214723-0871512,6214723,W,40,2022-06-12,Delivered,Myntra,BTM002-B-M,bottom,M,1,INR,729,NOIDA,UTTAR PRADESH,201301,IN,False
22277,22278,406-2838893-7195567,2838893,M,44,2022-06-12,Refunded,Amazon,JNE3798-KR-XXXL,western dress,3XL,1,INR,771,NAGAPATTINAM,TAMIL NADU,609807,IN,False
22278,22279,402-4500964-1660331,4500964,M,26,2022-06-12,Returned,Flipkart,J0230-SKD-M,set,M,1,INR,999,SAMBALPUR,ODISHA,768001,IN,False
22279,22280,404-0986926-4183521,986926,W,26,2022-06-12,Delivered,Flipkart,JNE3510-KR-L,kurta,L,1,INR,457,ELAMAKKARA kochi,KERALA,682026,IN,False
22280,22281,404-2754601-4706752,2754601,M,21,2022-06-12,Delivered,Myntra,JNE3797-KR-L,western dress,L,1,INR,735,CHENNAI,TAMIL NADU,600078,IN,False
22281,22282,402-6966023-0971517,6966023,W,32,2022-06-12,Delivered,Meesho,JNE3313-KR-A-XXXL,kurta,3XL,1,INR,582,CHENNAI,TAMIL NADU,600117,IN,False
22282,22283,404-0214446-5777115,214446,M,45,2022-06-12,Delivered,Flipkart,SET396-KR-PP-S,set,S,1,INR,1149,SATNA,MADHYA PRADESH,485001,IN,False
22283,22284,408-4840676-8013125,4840676,W,59,2022-06-12,Delivered,Meesho,JNE3801-KR-S,kurta,S,1,INR,725,BADLAPUR,MAHARASHTRA,421503,IN,False
22284,22285,408-9768845-7809909,9768845,W,42,2022-06-12,Delivered,Amazon,JNE3518-KR-XXL,kurta,XXL,1,INR,458,PANAJI,GOA,403001,IN,False
22285,22286,408-4738330-2376323,4738330,W,33,2022-06-12,Delivered,Amazon,JNE3389-KR-A-XXXL,kurta,3XL,1,INR,574,THANJAVUR,TAMIL NADU,613004,IN,False
22286,22287,171-0487645-5906767,487645,W,28,2022-06-12,Delivered,Nalli,SET293-KR-NP-M,set,M,1,INR,683,HANUMANGARH,RAJASTHAN,335501,IN,False
22287,22288,171-6427392-0037153,6427392,W,20,2022-06-12,Delivered,Flipkart,JNE3291-KR-L,kurta,L,1,INR,399,VELLORE,TAMIL NADU,632001,IN,False
22288,22289,408-2143061-6969963,2143061,W,54,2022-06-12,Cancelled,Flipkart,JNE3796-KR-XXXL,kurta,3XL,1,INR,345,Kanchipuram district,TAMIL NADU,602106,IN,False
22289,22290,405-3130311-5609941,3130311,W,30,2022-06-12,Delivered,Ajio,J0119-TP-XL,top,XL,1,INR,574,Gorakhpur,UTTAR PRADESH,273405,IN,False
22290,22291,404-3445216-2609959,3445216,W,33,2022-06-12,Delivered,Amazon,MEN5004-KR-S,kurta,S,1,INR,709,BENGALURU,KARNATAKA,560064,IN,False
22291,22292,402-8128098-2692303,8128098,W,48,2022-06-12,Delivered,Others,SET331-KR-NP-L,set,L,1,INR,589,BENGALURU,KARNATAKA,560016,IN,False
22292,22293,406-2558054-7363517,2558054,W,45,2022-06-12,Delivered,Amazon,J0340-TP-M,top,M,1,INR,563,HARDOI,UTTAR PRADESH,241001,IN,False
22293,22294,407-1150240-1042754,1150240,W,22,2022-06-12,Delivered,Amazon,JNE3634-KR-XL,kurta,XL,1,INR,511,Mumbai,MAHARASHTRA,400071,IN,False
22294,22295,171-6634433-5423509,6634433,W,22,2022-06-12,Delivered,Amazon,J0349-SET-M,set,M,1,INR,845,BAREILLY,UTTAR PRADESH,243001,IN,False
22295,22296,171-5238515-2529148,5238515,M,32,2022-06-12,Delivered,Flipkart,JNE3798-KR-M,western dress,M,1,INR,715,Markapur,ANDHRA PRADESH,523316,IN,False
22296,22297,407-5012139-4505145,5012139,W,21,2022-06-12,Delivered,Others,SET396-KR-PP-M,set,M,1,INR,988,HYDERABAD,TELANGANA,500081,IN,False
22297,22298,404-1290353-4197132,1290353,M,22,2022-06-12,Delivered,Myntra,JNE3798-KR-XS,western dress,XS,1,INR,735,Silchar,ASSAM,788026,IN,False
22298,22299,405-8733115-2321108,8733115,M,40,2022-06-12,Delivered,Flipkart,JNE3797-KR-XXXL,western dress,3XL,1,INR,715,PALAI,KERALA,686574,IN,False
22299,22300,403-3246671-4629926,3246671,M,72,2022-06-12,Delivered,Flipkart,JNE3800-KR-XXL,western dress,XXL,1,INR,735,chennai,TAMIL NADU,600082,IN,False
22300,22301,404-6898778-4534735,6898778,W,46,2022-06-12,Delivered,Flipkart,SET268-KR-NP-S,set,S,1,INR,788,THANE,MAHARASHTRA,400605,IN,False
22301,22302,408-8815613-4393946,8815613,M,44,2022-06-12,Delivered,Myntra,SET396-KR-PP-XXL,set,XXL,1,INR,1166,KARKAL,KARNATAKA,574108,IN,False
22302,22303,405-5324204-5390767,5324204,W,31,2022-06-12,Delivered,Amazon,SET394-KR-NP-XXL,set,XXL,1,INR,1063,WARANGAL,TELANGANA,506002,IN,False
22303,22304,402-6561162-0957964,6561162,W,40,2022-06-12,Delivered,Flipkart,SET302-KR-PP-S,set,S,1,INR,799,Bhayander (Easy),MAHARASHTRA,401105,IN,False
22304,22305,404-6439841-1243507,6439841,W,35,2022-06-12,Delivered,Flipkart,J0003-SET-S,set,S,1,INR,664,NEW DELHI,DELHI,110096,IN,False
22305,22306,407-9690800-9819541,9690800,W,30,2022-06-12,Delivered,Amazon,JNE3786-KR-XXL,kurta,XXL,1,INR,368,Tumakuru,KARNATAKA,572103,IN,False
22306,22307,404-3320201-7616317,3320201,W,20,2022-06-12,Delivered,Myntra,JNE3396-KR-S,kurta,S,1,INR,487,BELAGAVI,KARNATAKA,591108,IN,False
22307,22308,171-1530747-7948317,1530747,M,31,2022-06-12,Delivered,Amazon,SET293-KR-NP-S,set,S,1,INR,692,JORETHANG,SIKKIM,737121,IN,False
22308,22309,403-6300874-4721168,6300874,W,60,2022-06-12,Delivered,Flipkart,JNE3543-KR-XL,kurta,XL,1,INR,368,Mumbai,MAHARASHTRA,400094,IN,False
22309,22310,403-6300874-4721168,6300874,M,41,2022-06-12,Delivered,Myntra,J0008-SKD-S,set,S,1,INR,1079,BALESHWAR,ODISHA,756111,IN,False
22310,22311,403-6300874-4721168,6300874,W,52,2022-06-12,Delivered,Amazon,SET187-KR-DH-XL,set,XL,1,INR,699,NOIDA,UTTAR PRADESH,201301,IN,False
22311,22312,171-5153704-5869132,5153704,W,32,2022-06-12,Returned,Amazon,JNE3465-KR-XL,kurta,XL,1,INR,517,BENGALURU,KARNATAKA,560060,IN,False
22312,22313,407-4314459-7161148,4314459,M,18,2022-06-12,Delivered,Others,SAR020,saree,Free,1,INR,824,ANUGUL,ODISHA,759122,IN,False
22313,22314,403-4233213-2141942,4233213,M,36,2022-06-12,Delivered,Myntra,JNE3797-KR-L,western dress,L,1,INR,725,NOIDA,UTTAR PRADESH,201301,IN,False
22314,22315,407-2572245-5664357,2572245,W,21,2022-06-12,Delivered,Ajio,J0003-SET-XL,set,XL,1,INR,664,MANGALURU,KARNATAKA,575002,IN,False
22315,22316,403-4489609-1035521,4489609,W,20,2022-06-12,Delivered,Amazon,SET179-KR-PP-XS,set,XS,1,INR,499,JORHAT,ASSAM,785700,IN,False
22316,22317,406-8696097-0725908,8696097,M,43,2022-06-12,Refunded,Flipkart,JNE3797-KR-M,western dress,M,1,INR,735,HYDERABAD,TELANGANA,500040,IN,False
22317,22318,402-4703214-0255558,4703214,M,22,2022-06-12,Delivered,Amazon,SAR005,saree,Free,1,INR,771,NASHIK,MAHARASHTRA,422002,IN,False
22318,22319,403-4072340-5027568,4072340,M,44,2022-06-12,Delivered,Others,SAR023,saree,Free,1,INR,475,MADHURAWADA,ANDHRA PRADESH,530048,IN,False
22319,22320,171-7978853-0325104,7978853,M,38,2022-06-12,Cancelled,Amazon,SET363-KR-NP-XXXL,set,3XL,1,INR,1338,MUZAFFARNAGAR,UTTAR PRADESH,251001,IN,False
22320,22321,171-4111910-7541944,4111910,M,26,2022-06-12,Delivered,Amazon,SET338-KR-NP-XS,set,XS,1,INR,999,JAMMU,JAMMU & KASHMIR,180005,IN,False
22321,22322,406-8301700-6328309,8301700,M,21,2022-06-12,Delivered,Flipkart,SAR028,saree,Free,1,INR,1245,Ghaziabad,UTTAR PRADESH,201001,IN,False
22322,22323,171-1573945-7839563,1573945,W,38,2022-06-12,Delivered,Amazon,SET348-KR-NP-L,set,L,1,INR,958,BENGALURU,KARNATAKA,560072,IN,False
22323,22324,403-0151866-3104333,151866,W,47,2022-06-12,Cancelled,Myntra,JNE3661-TP-XL,top,XL,1,INR,292,GUNDLUPET,KARNATAKA,571111,IN,False
22324,22325,406-2904613-2694725,2904613,W,34,2022-06-12,Delivered,Myntra,JNE3294-KR-M,kurta,M,1,INR,449,VARAMBALLI,KARNATAKA,576213,IN,False
22325,22326,402-6880101-0020308,6880101,M,46,2022-06-12,Delivered,Others,J0003-SET-M,set,M,1,INR,646,NEW DELHI,DELHI,110010,IN,False
22326,22327,407-8172390-7144350,8172390,W,62,2022-06-12,Delivered,Amazon,JNE3668-TP-N-XXL,top,XXL,1,INR,499,VALSAD,GUJARAT,396001,IN,False
22327,22328,402-0005644-2548302,5644,W,25,2022-06-12,Delivered,Amazon,JNE3803-KR-M,kurta,M,1,INR,487,NAVI MUMBAI,MAHARASHTRA,410210,IN,False
22328,22329,403-3495366-4537103,3495366,M,20,2022-06-12,Delivered,Amazon,JNE3870-DR-M,western dress,M,1,INR,721,VAZHAKKALA,KERALA,682037,IN,False
22329,22330,403-8466554-5649140,8466554,W,30,2022-06-12,Delivered,Amazon,SET110-KR-PP-M,set,M,1,INR,729,KOLKATA,WEST BENGAL,700031,IN,False
22330,22331,171-7597152-6818730,7597152,M,63,2022-06-12,Delivered,Flipkart,SET331-KR-NP-XXXL,set,3XL,1,INR,641,NEW DELHI,DELHI,110012,IN,False
22331,22332,407-0748657-3980357,748657,W,78,2022-06-12,Delivered,Amazon,JNE3928-KR-XL,kurta,XL,1,INR,568,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201303,IN,False
22332,22333,405-0665540-8736344,665540,M,56,2022-06-12,Delivered,Myntra,SET304-KR-DPT-L,set,L,1,INR,1186,KALLIYOOR,KERALA,695042,IN,False
22333,22334,171-7587569-2571565,7587569,M,20,2022-06-12,Delivered,Myntra,SET345-KR-NP-M,set,M,1,INR,618,MUMBAI,MAHARASHTRA,400068,IN,False
22334,22335,402-1301752-6814751,1301752,W,33,2022-06-12,Delivered,Flipkart,J0119-TP-XL,top,XL,1,INR,550,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201307,IN,False
22335,22336,404-0583122-9534739,583122,W,53,2022-06-12,Delivered,Flipkart,SET194-KR-NP-M,set,M,1,INR,649,ETAWAH,UTTAR PRADESH,205253,IN,False
22336,22337,404-0583122-9534739,583122,W,32,2022-06-12,Delivered,Amazon,JNE3739-KR-L,kurta,L,1,INR,453,THIRUVANANTHAPURAM,KERALA,695005,IN,False
22337,22338,404-3999668-5785944,3999668,M,21,2022-06-12,Delivered,Myntra,SET322-KR-SHA-L,set,L,1,INR,1099,GURUGRAM,HARYANA,122017,IN,False
22338,22339,404-3386389-0317932,3386389,W,48,2022-06-12,Delivered,Nalli,JNE3801-KR-XXL,kurta,XXL,1,INR,735,DHARAPURAM,TAMIL NADU,638656,IN,False
22339,22340,404-3386389-0317932,3386389,M,27,2022-06-12,Refunded,Flipkart,JNE3797-KR-M,western dress,M,1,INR,735,OSMANABAD,MAHARASHTRA,413501,IN,False
22340,22341,407-1988375-9750715,1988375,M,39,2022-06-12,Delivered,Amazon,SET182-KR-DH-XS,set,XS,1,INR,599,HYDERABAD,TELANGANA,500059,IN,False
22341,22342,408-4137842-8225105,4137842,M,39,2022-06-12,Delivered,Flipkart,J0413-DR-XS,western dress,XS,1,INR,719,KANPUR,UTTAR PRADESH,209217,IN,False
22342,22343,408-4137842-8225105,4137842,M,22,2022-06-12,Delivered,Myntra,J0341-DR-S,western dress,S,1,INR,791,"Miyapur, Hyderabad",TELANGANA,500049,IN,False
22343,22344,403-5135120-9696310,5135120,W,18,2022-06-12,Delivered,Myntra,JNE3764-KR-XXXL,kurta,3XL,1,INR,487,NEW DELHI,DELHI,110064,IN,False
22344,22345,403-1561512-4739522,1561512,W,49,2022-06-12,Delivered,Flipkart,JNE2032-KR-205-XL,kurta,XL,1,INR,316,RUDRAPUR,UTTARAKHAND,263153,IN,False
22345,22346,403-8367868-8629919,8367868,W,21,2022-06-12,Delivered,Ajio,MEN5003-KR-XL,kurta,XL,1,INR,469,BANGALORE,KARNATAKA,560070,IN,False
22346,22347,405-1859064-3668363,1859064,W,57,2022-06-12,Delivered,Flipkart,JNE2270-KR-487-A-S,kurta,S,1,INR,518,INDORE,MADHYA PRADESH,452001,IN,False
22347,22348,403-8912285-8174710,8912285,W,19,2022-06-12,Delivered,Flipkart,SET345-KR-NP-XXL,set,XXL,1,INR,613,TINSUKIA,ASSAM,786125,IN,False
22348,22349,405-7339444-6879545,7339444,W,21,2022-06-12,Delivered,Myntra,JNE3795-KR-L,kurta,L,1,INR,517,Bangalore,KARNATAKA,560066,IN,False
22349,22350,407-4741392-1897147,4741392,W,46,2022-06-12,Delivered,Flipkart,JNE3648-TP-N-S,top,S,1,INR,518,HYDERABAD,TELANGANA,500010,IN,False
22350,22351,408-6777469-1521140,6777469,W,41,2022-06-12,Delivered,Nalli,JNE3405-KR-M,kurta,M,1,INR,399,BHOPAL,MADHYA PRADESH,462043,IN,False
22351,22352,407-9290190-8544346,9290190,M,22,2022-06-12,Delivered,Flipkart,J0400-DR-XL,western dress,XL,1,INR,1196,RANBIRSINGHPORA,JAMMU & KASHMIR,181102,IN,False
22352,22353,402-6352714-1128366,6352714,M,44,2022-06-12,Delivered,Myntra,SAR018,saree,Free,1,INR,899,Cuttack,ODISHA,753014,IN,False
22353,22354,408-2963056-9577113,2963056,W,67,2022-06-12,Delivered,Amazon,J0297-TP-L,top,L,1,INR,550,kolkata,WEST BENGAL,700016,IN,False
22354,22355,171-0806611-5580312,806611,W,35,2022-06-12,Delivered,Amazon,SET344-KR-NP-XXXL,set,3XL,1,INR,968,BENGALURU,KARNATAKA,560016,IN,False
22355,22356,404-0870459-1767514,870459,M,22,2022-06-12,Delivered,Nalli,JNE3797-KR-L,western dress,L,1,INR,715,KURNOOL,ANDHRA PRADESH,518006,IN,False
22356,22357,402-1033330-6613945,1033330,M,41,2022-06-12,Delivered,Ajio,J0207-DR-XXXL,western dress,3XL,1,INR,885,PUNE,MAHARASHTRA,411021,IN,False
22357,22358,407-3708300-7541129,3708300,M,24,2022-06-12,Delivered,Others,J0401-DR-XXXL,western dress,3XL,1,INR,832,MARGAO,GOA,403602,IN,False
22358,22359,406-7510015-2161138,7510015,W,45,2022-06-12,Delivered,Myntra,JNE3730-KR-S,kurta,S,1,INR,299,NEW DELHI,DELHI,110096,IN,False
22359,22360,402-5356073-9261103,5356073,M,38,2022-06-12,Delivered,Myntra,SAR020,saree,Free,1,INR,835,GHAZIABAD,UTTAR PRADESH,201016,IN,False
22360,22361,408-4684222-3393157,4684222,M,38,2022-06-12,Delivered,Myntra,SET405-KR-NP-M,set,M,1,INR,715,GOLAGHAT,ASSAM,785621,IN,False
22361,22362,408-4684222-3393157,4684222,W,65,2022-06-12,Delivered,Flipkart,JNE3579-KR-S,kurta,S,1,INR,301,NEW DELHI,DELHI,110080,IN,False
22362,22363,408-8845408-6745106,8845408,M,20,2022-06-12,Delivered,Amazon,JNE3797-KR-XXXL,western dress,3XL,1,INR,735,MUMBAI,MAHARASHTRA,400101,IN,False
22363,22364,403-3185277-5308321,3185277,W,46,2022-06-12,Delivered,Flipkart,JNE3735-KR-XXXL,kurta,3XL,1,INR,380,PUNE,MAHARASHTRA,411014,IN,False
22364,22365,405-6601795-1123559,6601795,W,41,2022-06-12,Delivered,Flipkart,SET291-KR-PP-M,set,M,1,INR,569,SRIKALAHASTI,ANDHRA PRADESH,517644,IN,False
22365,22366,405-4173762-4393134,4173762,W,34,2022-06-12,Delivered,Amazon,SET300-KR-NP-XXXL,set,3XL,1,INR,967,"PERINTHALMANNA, Malappuram Dt",KERALA,679322,IN,False
22366,22367,408-7231819-6468311,7231819,W,34,2022-06-12,Delivered,Nalli,JNE3291-KR-L,kurta,L,1,INR,442,HYDERABAD,TELANGANA,500040,IN,False
22367,22368,403-7032957-2996338,7032957,W,35,2022-06-12,Delivered,Flipkart,JNE3634-KR-XL,kurta,XL,1,INR,511,SONIPAT,HARYANA,131001,IN,False
22368,22369,403-7032957-2996338,7032957,W,47,2022-06-12,Refunded,Meesho,JNE3500-KR-XXL,kurta,XXL,1,INR,364,FARIDABAD,HARYANA,121001,IN,False
22369,22370,403-6528507-6937942,6528507,W,35,2022-06-12,Delivered,Amazon,JNE3781-KR-M,kurta,M,1,INR,416,NOIDA,UTTAR PRADESH,201301,IN,False
22370,22371,408-5723352-1021925,5723352,M,39,2022-06-12,Delivered,Flipkart,SAR005,saree,Free,1,INR,435,HYDERABAD,TELANGANA,500060,IN,False
22371,22372,407-1480173-6011554,1480173,W,42,2022-06-12,Delivered,Others,SET392-KR-NP-M,set,M,1,INR,799,BENGALURU,KARNATAKA,560100,IN,False
22372,22373,404-8013071-9249930,8013071,W,32,2022-06-12,Delivered,Flipkart,MEN5001-KR-M,kurta,M,1,INR,499,MUMBAI,MAHARASHTRA,400074,IN,False
22373,22374,408-0360583-7620331,360583,W,42,2022-06-12,Delivered,Flipkart,J0118-TP-XXL,top,XXL,1,INR,693,CUTTACK,ODISHA,753014,IN,False
